Source	ID	Title	Journal	Year_publication	doi	Geography	Higher_Geography	Year	Domain	System 	System_specific	Taxon_Group	Taxon	Taxon_specific	Impact	Impact_specific	Conservation_Group	Conservation_Action	Conservation_Action_specific	Tested_statistically	Response_variable	Response_Group	Predictor_variable	Statistical_method	Test_statistic	value	df	N	Direction_of_effect	P-value	Pearson_r	Pearson_r_conversion	Notes	Assignment	Validation
WoS	WOS_0119	Obligate groundwater fauna of France: diversity patterns and conservation implications	Biodiversity & Conservation	2007	https://doi.org/10.1007/s10531-005-0305-7	France	Palearctic	1805-2007	Aquatic	Groundwater	Groundwater fauna of France	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	380 species of stygobiotic fauna	All	NA	Assessment	Prioritization	Identification of hotspots of diversity	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Suggestion is to protect a minimum network of complementary aquifers that maximizes the representation of as many species as possible while minimizing the risk of biodiversity loss due to human activities.	Dražina	Mammola
WoS	WOS_0121	Endemics under threat: An assessment of the conservation status of Cuban bats	Hystrix – Italian Journal of Mammalogy	2007	NA	Cuba	Nearctic	1979-2007	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Natalus primus ; Chilonatalus macer ; Phyllonycteris poeyi ; Erophylla sezekorni ; Brachyphylla nana ; Nyctiellus lepidus ; Pteronotus quadridens ; Pteronotus macleayii ; Pteronotus parnellii ; Mormoops blainvillei	All	NA	Protection	Protected area	Protection of colony-hosting caves outside protected areas (national parks…).	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dražina	Mammola
WoS	WOS_0122	BAT HIBERNACULA IN A CAVE-RICH LANDSCAPE OF THE NORTHERN DINARIC KARST, SLOVENIA	Hystrix – Italian Journal of Mammalogy	2007	NA	Slovenia	Palearctic	1990-2003	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Miniopterus schreibersii ; Rhinolophus hipposideros ; Rhinolophus ferrumequinum ; Rhinolophus euryale ; Nyctalus noctula ; Myotis cappaccinii ; Barbastella barbastellus ; Myotis myotis/blythii ; Eptesicus serotinus ; Plecotus auritus/austriacus ; Myotis daubentonii ; Myotis emarginaus ; Myotis mystacinus ; Pipistrellus pipistrellus	All	NA	Assessment	Risk assessment	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dražina	Mammola
WoS	WOS_0124	A cave population of Isbrueckerichthys alipionis (Gosline, 1947) in the Upper Ribeira karst area, southeastern Brazil (Siluriformes: Loricariidae)	Neotropical Ichthyology	2008	https://doi.org/10.1590/S1679-62252008000400017	Brazil	Neotropical	NA	Aquatic	Groundwater	the Santana Cave, in the rio Betari watershed, Upper Ribeira karst area, Iporanga, São Paulo State, southeastern Brazil	Other vertebrates	Pisces	Isbrueckerichthys alipionis (Gosline, 1947)       	All	NA	Protection	Protected area	Conservation of the Santana Cave ; conservation of the cave population of Isbrueckerichthys alipionis (Gosline, 1947)	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Importance to include non- troglobites in conservation policies	Dražina	Mammola
WoS	WOS_0125	Response of benthic cave invertebrates to organic pollution events	Aquatic Conservation: Marine & Freshwater Ecosystems	2008	https://doi.org/10.1002/aqc.933	UK	Palearctic	1997-2003	Aquatic	Groundwater	Peak–Speedwell Cave system, Derbyshire	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Stygophilic and stygoxenic benthic invertebrate community	Pollution	Pollution from land use	Monitoring	Monitoring	NA	yes	Abundance of the species	Population	Polluted compared to clean sampling years	Kruskal Wallis test	H	NA	NA	952,00	Negative	<0.05	NA	not convertible	only the general importance for the groundwater monitoring is stated	Dražina	Mammola
WoS	WOS_0125	Response of benthic cave invertebrates to organic pollution events	Aquatic Conservation: Marine & Freshwater Ecosystems	2008	https://doi.org/10.1002/aqc.933	UK	Palearctic	1997-2003	Aquatic	Groundwater	Peak–Speedwell Cave system, Derbyshire	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Stygophilic and stygoxenic benthic invertebrate community	Pollution	Pollution from land use	Monitoring	Monitoring	NA	yes	Number of taxa	Population	Polluted compared to clean sampling years	Kruskal Wallis test	H	NA	NA	952,00	Negative	<0.05	NA	not convertible	only the importance for the groundwater monitoring is generally stated	Dražina	Mammola
WoS	WOS_0125	Response of benthic cave invertebrates to organic pollution events	Aquatic Conservation: Marine & Freshwater Ecosystems	2008	https://doi.org/10.1002/aqc.933	UK	Palearctic	1997-2003	Aquatic	Groundwater	Peak–Speedwell Cave system, Derbyshire	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Stygophilic and stygoxenic benthic invertebrate community	Pollution	Pollution from land use	Monitoring	Monitoring	NA	yes	Shannon–Wiener diversity indeks	Richness	Polluted compared to clean sampling years	Kruskal Wallis test	H	NA	NA	952,00	Negative	<0.05	NA	not convertible	only the importance for the groundwater monitoring is generally stated	Dražina	Mammola
WoS	WOS_0125	Response of benthic cave invertebrates to organic pollution events	Aquatic Conservation: Marine & Freshwater Ecosystems	2008	https://doi.org/10.1002/aqc.933	UK	Palearctic	1997-2003	Aquatic	Groundwater	Peak–Speedwell Cave system, Derbyshire	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Stygophilic and stygoxenic benthic invertebrate community	Pollution	Pollution from land use	Monitoring	Monitoring	NA	yes	Berger–Parker dominance index	Richness	Polluted compared to clean sampling years	Kruskal Wallis test	H	NA	NA	952,00	Negative	<0.05	NA	not convertible	only the importance for the groundwater monitoring is generally stated	Dražina	Mammola
WoS	WOS_0129	Taxonomic revision of cave crayfishes in the genus Orconectes, subgenus Orconectes (decapoda : cambaridae) along the Cumberland Plateau, including a description of a new species, Orconectes barri	Journal of Crustacean Biology	2008	https://doi.org/10.1651/07-2827R.1	Clinton County, Kentucky, USA ; Pickett County, Tennessee, USA	Nearctic	NA	Aquatic	Cave	Natural caves	Arthropoda	Crustacea	Orconectes (Orconectes) barri	Subterranean habitat change	Decline in the quality of cave habitat	Assessment	Risk assessment	Include the species in IUCN categories	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Population growth	Population	Gate vs. no gate	ANOVA	F	0,15	1,20	12,00	Neutral	0,37	-0,05	converted	450mm; Bat Numbers — Effect of Gating after Habituation	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Behavior	Behavior	Gate vs. no gate	ANOVA	F	0,77	1,20	12,00	Neutral	0,24	-0,24	converted	300mm; Bat Behaviour — Aborted Exit and Entry Flights, Immediate Effect	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Behavior	Behavior	Gate vs. no gate	ANOVA	F	0,85	1,20	12,00	Neutral	0,23	-0,26	converted	450mm; Bat Behaviour — Aborted Exit and Entry Flights, Immediate Effect	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Population growth	Population	Gate vs. no gate	ANOVA	F	1,00	1,20	12,00	Neutral	0,49	-0,30	converted	450mm bar spacing, bat numbers	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Behavior	Behavior	Gate vs. no gate	ANOVA	F	1,48	1,20	12,00	Neutral	0,17	-0,42	converted	450mm;Bat Behaviour — Aborted Entry Flights, Effect of Habituation	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Population growth	Population	Gate vs. no gate	ANOVA	F	2,16	1,20	12,00	Neutral	0,14	-0,56	converted	300mm; Bat Numbers — Effect of Gating after Habituation	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Population growth	Population	Gate vs. no gate	ANOVA	F	2,50	1,20	12,00	Neutral	0,13	-0,62	converted	300mm bar spacing, bat numbers	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Population growth	Population	Gate vs. no gate	ANOVA	F	2,83	1,20	12,00	Neutral	0,12	-0,67	converted	125mm; Bat Numbers — Effect of Gating after Habituation	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Behavior	Behavior	Gate vs. no gate	ANOVA	F	-5,79	1,20	12,00	Negative	0,07	-0,88	converted	125mm;Bat Behaviour — Aborted Entry Flights, Effect of Habituation	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Behavior	Behavior	Gate vs. no gate	ANOVA	F	-9,32	1,20	12,00	Negative	<0.05	-0,95	converted	125mm;Bat Behaviour — Aborted Exit Flights, Effect of Habituation	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Population growth	Population	Gate vs. no gate	ANOVA	F	-13,78	1,20	12,00	Negative	<0.05	-0,97	converted	125mm bar spacing	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Behavior	Behavior	Gate vs. no gate	ANOVA	F	-12,47	1,20	12,00	Negative	<0.05	-0,97	converted	125mm; Bat Behaviour — Aborted Exit and Entry Flights, Immediate Effect	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Behavior	Behavior	Gate vs. no gate	ANOVA	F	-17,40	1,20	12,00	Negative	<0.05	-0,98	converted	For aborted entry flights in the morning, treatment resulted in a significant increase (F1, 2 =17.40, P < 0.05),	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Behavior	Behavior	Gate vs. no gate	ANOVA	F	-14,68	1,20	12,00	Negative	<0.05	-0,98	converted	300mm;Bat Behaviour — Aborted Entry Flights, Effect of Habituation	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Behavior	Behavior	Gate vs. no gate	ANOVA	F	NA	1,20	12,00	Neutral	NA	NA	not convertible	450mm; Not reported as it was not significant	Ferreira	Meierhofer
WoS	WOS_0131	An experimental test of gating derelict mines to conserve bat roost habitat in southeastern Australia	Acta Chiropterologica	2008	https://doi.org/10.3161/150811008X414944	New South Wales, Australia	Australasian	2003	Terrestrial	Artificial	Mines	Bats	Mammalia: Chiroptera	Rhinolophus megaphyllus ; Miniopterus schreibersii	Not identified	NA	Regulation	Gate	Long-term monitoring before and after management ; use of a template gate structure	yes	Behavior	Behavior	Gate vs. no gate	ANOVA	F	NA	1,20	12,00	Neutral	NA	NA	not convertible	300mm; Not reported as it was not significant	Ferreira	Meierhofer
WoS	WOS_0133	Stygofauna biodiversity and endemism in four alluvial aquifers in eastern Australia	Invertebrate Systematics	2008	https://doi.org/10.1071/IS07023	Queensland, Autralia	Australasian	2003-2007	Aquatic	Groundwater	Alluvial aquifers	Arthropoda ; Other invertebrates	Arthropoda ; Other invertebrates	Invertebrates	Surface habitat change	Groundwater and mineral resources use	Monitoring	Monitoring	Resource management guided by appropriate empirical data	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0134	The fundamental importance of taxonomy in conservation biology: the case of the eyeless Cicurina bandida (Araneae : Dictynidae) of central Texas, including new synonyms and the description of the male of the species	Invertebrate Systematics	2008	https://doi.org/10.1071/IS07044	Texas, USA	Nearctic	NA	Terrestrial	Cave	Natural caves	Arthropoda	Arachnida	Cicurina bandida	Surface habitat change	Urban area under severe development pressure	Monitoring	Monitoring	Developing a sound taxonomic framework	no	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0135	Hunting, disturbance and roost persistence of bats in caves at Ankarana, northern Madagascar	African Journal of Ecology	2009	https://doi.org/10.1111/j.1365-2028.2008.01015.x	Ankarana, Madagascar	Afrotropical	2003-2006	Terrestrial	Cave	Natural caves	Bats	Mammalia: Chiroptera	Hipposideros commersoni ; Eidolon dupreanum ; Rousettus madagascariensis	Poaching	Hunting	Protection	Protected area	Expanding protection to vulnerable roost sites currently outside the protected area.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0135	Hunting, disturbance and roost persistence of bats in caves at Ankarana, northern Madagascar	African Journal of Ecology	2009	https://doi.org/10.1111/j.1365-2028.2008.01015.x	Ankarana, Madagascar	Afrotropical	2003-2006	Terrestrial	Cave	Natural caves	Bats	Mammalia: Chiroptera	Hipposideros commersoni ; Eidolon dupreanum ; Rousettus madagascariensis	Visitors	Tourism	Protection	Protected area	Expanding protection to vulnerable roost sites currently outside the protected area.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0136	THE VIRGINIA CAVE PROTECTION ACT: A REVIEW (1966-2009)	Journal of Cave and Karst Studies	2009	https://doi.org/10.4311/jcks2008lsc0027	Virginia, USA	Nearctic	NA	All	Cave	Natural caves	Not specific	Not specific	All	Visitors	NA	Regulation	Legislation	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0136	THE VIRGINIA CAVE PROTECTION ACT: A REVIEW (1966-2009)	Journal of Cave and Karst Studies	2009	https://doi.org/10.4311/jcks2008lsc0027	Virginia, USA	Nearctic	NA	All	Cave	Natural caves	Not specific	Not specific	All	Pollution	NA	Regulation	Legislation	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0137	Species structure of the bat community hibernating in Muierilor Cave (Southern Carpathians, Romania)	North-Western Journal of Zoology	2009	NA	Romania	Palearctic	2004-2008	Terrestrial	Cave	Natural caves	Bats	Mammalia: Chiroptera	Rhinolophus ferrumequinum ; Rhinolophus hipposideros ; Myotis oxygnathus ; Myotis emarginatus ; Myotis daubentonii ; Miniopterus schreibersii	Visitors	Speleotourism	Regulation	Regulate access	Restriction of the visitor’s access and organizing visits outside the hibernation period	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0139	Conservation importance of limestone karst outcrops for Palaeotropical bats in a fragmented landscape	Biological Conservation	2009	https://doi.org/10.1016/j.biocon.2009.04.005	Malaysia	Indomalayan	2002-2007	Terrestrial	Cave	Natural caves	Bats	Mammalia: Chiroptera	Hipposideros bicolor ; H. cervinus ; H. diadema ; H. galeritus ; H. lylei ; Rhinolophus affinis ; R. lepidus ; R. stheno ; R. trifoliatus ; R. luctus ; Kerivoula pellucida ; K. papillosa ; Emballonura monticola ; Myotis ater ; M. muricola ; Phoniscus jagorii ; Tylonycteris pachypus	Subterranean habitat change	Mining	Monitoring	Monitoring	Perform national inventories of important bat caves and their conservation status	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0139	Conservation importance of limestone karst outcrops for Palaeotropical bats in a fragmented landscape	Biological Conservation	2009	https://doi.org/10.1016/j.biocon.2009.04.005	Malaysia	Indomalayan	2002-2007	Terrestrial	Cave	Natural caves	Bats	Mammalia: Chiroptera	Hipposideros bicolor ; Rhinolophus affinis ; Rhinolophus lepidus ; Hipposideros cervinus ; Hipposideros diadema ; Rhinolophus stheno ; Rhinolophus trifoliatus ; Kerivoula pellucida ; Kerivoula papillosa ; Emballonura monticola ; Hipposideros galeritus ; Hipposideros lylei ; Myotis ater ; Myotis muricola ; Phoniscus jagorii ; Rhinolophus luctus ; Tylonycteris pachypus	Subterranean habitat change	Mining	Assessment	Risk assessment	Perform national inventories of important bat caves and their conservation status	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0140	NEW DISTRIBUTION RECORDS OF AN ENDEMIC DIVING BEETLE, HETEROSTERNUTA SULPHURIA (COLEOPTERA: DYTISCIDAE: HYDROPORINAE), IN ARKANSAS WITH COMMENTS ON HABITAT AND CONSERVATION	Southeastern Naturalist	2009	https://doi.org/10.1894/JS-23.1	Arkansas, USA	Nearctic	2007	Aquatic	Cave	Groundwater	Arthropoda	Hexapoda	Heterosternuta sulphuria	Surface habitat change	Deforestation and confined-animal operations	Regulation	Regulate access	Include placement of sensitive-habitat area	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0141	Population genetic study of the US federally listed Illinois cave amphipod, Gammarus acherondytes	Conservation Genetics	2009	https://doi.org/10.1007/s10592-008-9579-0	Illinois, USA	Nearctic	NA	Aquatic	Cave	Natural caves	Arthropoda	Crustacea	Gammarus acherondytes	Not identified	NA	Protection	Ex-situ	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0142	Cave millipeds of the United States. VIII. New genera and species of polydesmidan millipeds from caves in the southwestern United States (Diplopoda, Polydesmida, Macrosternodesmidae)	Zootaxa	2009	NA	Nevada, USA ; Arizona, USA ; California, USA	Nearctic	NA	Terrestrial	Cave	Natural caves	Arthropoda	Myriapoda	Pratherodesmus voylesi ; Pratherodesmus despaini ; Pratherodesmus ecclesia ; Nevadesmus ophimontis ; Nevadesmus hubbsi	Subterranean habitat change	Groundwater extraction that could alter microclimate	Regulation	Regulate access	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0142	Cave millipeds of the United States. VIII. New genera and species of polydesmidan millipeds from caves in the southwestern United States (Diplopoda, Polydesmida, Macrosternodesmidae)	Zootaxa	2009	NA	Nevada, USA ; Arizona, USA ; California, USA	Nearctic	NA	Terrestrial	Cave	Natural caves	Arthropoda	Myriapoda	Pratherodesmus voylesi ; Pratherodesmus despaini ; Pratherodesmus ecclesia ; Nevadesmus ophimontis ; Nevadesmus hubbsi	Subterranean habitat change	Groundwater extraction that could alter microclimate	Monitoring	Monitoring	Establishing population monitoring protocols and regular habitat parameter measurements	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0142	Cave millipeds of the United States. VIII. New genera and species of polydesmidan millipeds from caves in the southwestern United States (Diplopoda, Polydesmida, Macrosternodesmidae)	Zootaxa	2009	NA	Nevada, USA ; Arizona, USA ; California, USA	Nearctic	NA	Terrestrial	Cave	Natural caves	Arthropoda	Myriapoda	Pratherodesmus voylesi ; Pratherodesmus despaini ; Pratherodesmus ecclesia ; Nevadesmus ophimontis ; Nevadesmus hubbsi	Visitors	Trampling or habitat alteration	Regulation	Regulate access	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0142	Cave millipeds of the United States. VIII. New genera and species of polydesmidan millipeds from caves in the southwestern United States (Diplopoda, Polydesmida, Macrosternodesmidae)	Zootaxa	2009	NA	Nevada, USA ; Arizona, USA ; California, USA	Nearctic	NA	Terrestrial	Cave	Natural caves	Arthropoda	Myriapoda	Pratherodesmus voylesi ; Pratherodesmus despaini ; Pratherodesmus ecclesia ; Nevadesmus ophimontis ; Nevadesmus hubbsi	Visitors	Trampling or habitat alteration	Monitoring	Monitoring	Establishing population monitoring protocols and regular habitat parameter measurements	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0144	Applying ecology for cave management in China and neighbouring countries	Journal of Applied Ecology	2009	https://doi.org/10.1111/j.1365-2664.2009.01630.x	China	Indomalayan	NA	All	Cave	Karst	Not specific	Not specific	Not specific	Surface habitat change	Tourism infrastructure	Regulation	Legislation	Sites chosen for development should: avoid caves if possible ; be located in limestone deposits that have already been affected by other use, or by accidents ; be dolomitic limestone, limestone with limited karstification, or both ; be located in the largest limestone areas ; leave a substantial part of the areas untouched ; avoid isolated limestone hills (remote from other limestone hills) because such hills are usually rich in site-endemic species ; be located where one large quarry or development affecting part of a limestone area can replace a number of small quarries throughout the area ; be at the foot of limestone massifs to avoid unnecessary damage ; avoid sites with caves, small voids, and underground streams and springs ; be placed to control sedimentation in stream and local drainage systems.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0144	Applying ecology for cave management in China and neighbouring countries	Journal of Applied Ecology	2009	https://doi.org/10.1111/j.1365-2664.2009.01630.x	China	Indomalayan	NA	All	Cave	Karst	Not specific	Not specific	Not specific	Subterranean habitat change	Limestone quarrying, visitors, and changes in water	Regulation	Legislation	Sites chosen for development should: avoid caves if possible ; be located in limestone deposits that have already been affected by other use, or by accidents ; be dolomitic limestone, limestone with limited karstification, or both ; be located in the largest limestone areas ; leave a substantial part of the areas untouched ; avoid isolated limestone hills (remote from other limestone hills) because such hills are usually rich in site-endemic species ; be located where one large quarry or development affecting part of a limestone area can replace a number of small quarries throughout the area ; be at the foot of limestone massifs to avoid unnecessary damage ; avoid sites with caves, small voids, and underground streams and springs ; be placed to control sedimentation in stream and local drainage systems.	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Ferreira	Mammola
WoS	WOS_0145	Diversity, ecology and evolution of groundwater copepods	Freshwater Biology	2009	https://doi.org/10.1111/j.1365-2427.2009.02185.x	NA	Global	NA	Aquatic	All	NA	Arthropoda	Crustacea	Cyclopoida, Gelyelloida, Harpacticoida	Not identified	NA	Assessment	Prioritization	Copepods are useful indicator group of overall species richness for defining conservation priorities in ground water	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0146	Conservation of bats in China: problems and recommendations	Oryx – The International Journal of Conservation	2009	https://doi.org/10.1017/S0030605309432022	China	Palearctic	NA	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Not specific	Pollution	Use of pesticides	Education	Education	Educate on the use of safer pesticides	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0146	Conservation of bats in China: problems and recommendations	Oryx – The International Journal of Conservation	2009	https://doi.org/10.1017/S0030605309432022	China	Palearctic	NA	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Not specific	Surface habitat change	Destruction of roosting sites	Restoration	Habitat restoration	Environmental impact assessment for works potentially affecting bat sites (eg. demolition of old buildings, and quarrying of limestone)	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
